"ID";"Intercept";"E-046";"J-078";"J-088";"J-059";"J-043";"J-067";"J-048";"J-076";"E-045";"J-092";"E-005";"J-068";"adj.R2";"df";"LL";"AICc";"ΔAICc";"weight"
"3768";24,516875395423;"+";"+";"+";NA;"+";"+";NA;"+";NA;"+";"+";"+";0,137947864644133;11;-519,939226472696;1063,99045294539;16,0288800301023;1.15013965658806e-05
"3704";24,4716568223822;"+";"+";"+";NA;"+";"+";"+";NA;NA;"+";"+";"+";0,137859844268257;11;-519,946216817418;1064,00443363484;16,0428607195456;1.14212781928754e-05
"2896";24,6126443060711;"+";"+";"+";"+";NA;NA;"+";NA;"+";"+";NA;"+";0,12282894292137;10;-521,129589416097;1064,00521057823;16,0436376629361;1.14168422112563e-05
"592";24,3317065368721;"+";"+";"+";"+";NA;NA;"+";NA;NA;"+";NA;NA;0,0926623844130974;8;-523,444621042066;1064,01424208413;16,0526691688422;1.13654028035681e-05
"2796";23,8752897738023;"+";"+";NA;"+";NA;"+";"+";"+";NA;"+";NA;"+";0,122713180298261;10;-521,13862446011;1064,02328066625;16,061707750961;1.13141551290933e-05
"162";25,9717070166779;"+";NA;NA;NA;NA;"+";NA;"+";NA;NA;NA;NA;0,0473147027170755;5;-526,783801438976;1064,02561814513;16,0640452298371;1.13009395540717e-05
"177";25,9746443059252;NA;NA;NA;NA;"+";"+";NA;"+";NA;NA;NA;NA;0,0473032129316688;5;-526,784627195057;1064,02726965729;16,0656967419998;1.12916115863533e-05
"3730";25,0311313455711;"+";NA;NA;NA;"+";NA;NA;"+";NA;"+";"+";"+";0,0925275220998479;8;-523,454796909712;1064,03459381942;16,073020904134;1.12503364119911e-05
"2710";25,0543434549422;"+";NA;"+";NA;"+";NA;NA;"+";NA;"+";NA;"+";0,0925222263060404;8;-523,455196466385;1064,03539293277;16,0738200174801;1.12458421629168e-05
"1121";25,456903790111;NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;"+";NA;0,047212314000253;5;-526,791159633339;1064,04033453385;16,0787616185621;1.12180902288819e-05
"726";25,2617344524222;"+";NA;"+";NA;"+";NA;"+";"+";NA;"+";NA;NA;0,0924852179664715;8;-523,457988603897;1064,04097720779;16,079404292504;1.12144860208615e-05
"3775";24,269656561719;NA;"+";"+";"+";"+";"+";NA;"+";NA;"+";"+";"+";0,137587856681983;11;-519,96781284313;1064,04762568626;16,0860527709688;1.11772682810685e-05
"3718";25,1133206958746;"+";NA;"+";NA;NA;NA;NA;"+";NA;"+";"+";"+";0,0923968678431814;8;-523,464653822268;1064,05430764454;16,0927347292461;1.11399875726264e-05
"101";25,0239863449262;NA;NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;0,0471090121441708;5;-526,798582649787;1064,05518056675;16,0936076514588;1.11351264622458e-05
"1626";24,9933912204161;"+";NA;NA;"+";"+";NA;"+";NA;NA;"+";"+";NA;0,0923764992787322;8;-523,466190354393;1064,05738070879;16,0958077934961;1.11228837674872e-05
"2688";24,1992120714033;"+";"+";"+";"+";"+";"+";"+";NA;NA;"+";NA;"+";0,137498026377675;11;-519,974943943669;1064,06188788734;16,100314972047;1.10978455794092e-05
"2145";25,084652193027;NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;"+";0,0470614945052259;5;-526,801996879968;1064,06200902711;16,1004361118214;1.10971734045114e-05
"1749";25,3562122597484;NA;NA;"+";NA;"+";NA;"+";"+";NA;"+";"+";NA;0,0922955880320687;8;-523,472293670969;1064,06958734194;16,1080144266477;1.10552040321351e-05
"1784";24,4575214121738;"+";"+";"+";NA;"+";"+";"+";"+";NA;"+";"+";NA;0,137372074831069;11;-519,984941247602;1064,0818824952;16,1203095799135;1.09874497937263e-05
"3976";25,2562603392936;"+";"+";"+";NA;NA;NA;NA;"+";"+";"+";"+";"+";0,122306805491592;10;-521,170331779777;1064,08669530559;16,125122390295;1.09610413249915e-05
"1870";25,2973180744979;"+";NA;"+";"+";NA;NA;"+";NA;"+";"+";"+";NA;0,107197793573702;9;-522,338912199426;1064,0951472335;16,1335743182074;1.09148180970683e-05
"2636";23,843703410879;"+";"+";NA;"+";NA;NA;"+";NA;NA;"+";NA;"+";0,0921229908471004;8;-523,48531124626;1064,09562249252;16,1340495772299;1.09122247223216e-05
"928";25,4619803723321;"+";"+";"+";"+";"+";NA;NA;"+";"+";"+";NA;NA;0,122147129519191;10;-521,182786452881;1064,11160465179;16,1500317365035;1.08253717522343e-05
"1824";25,4553841145667;"+";"+";"+";"+";"+";NA;NA;NA;"+";"+";"+";NA;0,122145031227889;10;-521,182950103836;1064,1119319537;16,1503590384134;1.0823600314762e-05
"2638";24,3923663481008;"+";NA;"+";"+";NA;NA;"+";NA;NA;"+";NA;"+";0,0919972455255472;8;-523,49479361633;1064,11458723266;16,1530143173698;1.08092400104509e-05
"193";26,5882951405241;NA;NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;0,0315255180565698;4;-527,909260130016;1064,12155056306;16,1599776477719;1.07716712944524e-05
"105";25,0862526365232;NA;NA;NA;"+";NA;"+";"+";NA;NA;NA;NA;NA;0,0466436196808241;5;-526,832014632092;1064,12204453136;16,1604716160682;1.0769011190909e-05
"1951";25,5030870726818;NA;"+";"+";"+";"+";NA;NA;"+";"+";"+";"+";NA;0,122078417361769;10;-521,18814528164;1064,12232230931;16,1607493940203;1.07675155978348e-05
"2004";25,2797939633024;"+";"+";NA;NA;"+";NA;"+";"+";"+";"+";"+";NA;0,122031803469214;10;-521,191780438487;1064,12959262301;16,1680197077151;1.07284450465952e-05
"1612";24,3941837818188;"+";"+";NA;"+";NA;NA;"+";NA;NA;"+";"+";NA;0,0918537345100404;8;-523,505614081755;1064,13622816351;16,1746552482189;1.06929095127358e-05
"3658";24,4347757017879;"+";NA;NA;"+";NA;NA;"+";NA;NA;"+";"+";"+";0,0916871549896794;8;-523,518171726762;1064,16134345352;16,1997705382325;1.05594713391256e-05
"421";26,2245529298921;NA;NA;"+";NA;NA;"+";NA;"+";"+";NA;NA;NA;0,0614696114669478;6;-525,758870582569;1064,16389501129;16,2023220960002;1.05460083782733e-05
"3711";24,1872821111882;NA;"+";"+";"+";"+";"+";"+";NA;NA;"+";"+";"+";0,136820924334137;11;-520,028671226712;1064,16934245342;16,2077695381329;1.05173230762023e-05
"1672";25,2489794433559;"+";"+";"+";NA;NA;NA;NA;"+";NA;"+";"+";NA;0,0916247902430316;8;-523,522872518898;1064,1707450378;16,2091721225056;1.05099499453692e-05
"1622";25,1852097458158;"+";NA;"+";NA;"+";NA;"+";NA;NA;"+";"+";NA;0,0916236094022129;8;-523,522961522598;1064,1709230452;16,2093501299046;1.05090145625696e-05
"98";25,3022281561898;"+";NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;0,0462761994415183;5;-526,858397150249;1064,17480956767;16,2132366523824;1.04886126314721e-05
"53";25,4866391820448;NA;NA;"+";NA;"+";"+";NA;NA;NA;NA;NA;NA;0,0461960593120255;5;-526,864150242546;1064,18631575227;16,2247428369762;1.04284439189704e-05
"1746";25,1564738449008;"+";NA;NA;NA;"+";NA;"+";"+";NA;"+";"+";NA;0,0915170035412838;8;-523,530996266348;1064,1869925327;16,2254196174056;1.04249156325965e-05
"768";24,1671173424473;"+";"+";"+";"+";"+";"+";"+";"+";NA;"+";NA;NA;0,136676055807271;11;-520,040160910307;1064,19232182061;16,2307489053237;1.03971739214385e-05
"1693";25,3247059514638;NA;NA;"+";"+";"+";NA;NA;"+";NA;"+";"+";NA;0,0913443933500249;8;-523,5440036718;1064,2130073436;16,251434428309;1.02901926260541e-05
"2115";24,4858231093753;NA;"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;"+";0,0459387564005037;5;-526,882618215054;1064,22325169728;16,2616787819934;1.02376191998226e-05
"1791";24,1902978543379;NA;"+";"+";"+";"+";"+";"+";"+";NA;"+";"+";NA;0,136457501335985;11;-520,057491061863;1064,22698212373;16,2654092084351;1.02185416545166e-05
"3668";24,51998662355;"+";"+";NA;NA;"+";NA;"+";NA;NA;"+";"+";"+";0,106289332955752;9;-522,408544175554;1064,23441118575;16,272838270462;1.01806549738167e-05
"670";25,24064309528;"+";NA;"+";"+";"+";NA;NA;"+";NA;"+";NA;NA;0,0911942439868471;8;-523,555316485699;1064,2356329714;16,2740600561081;1.01744375840321e-05
"2775";24,5406383555709;NA;"+";"+";NA;"+";NA;"+";"+";NA;"+";NA;"+";0,106268317978008;9;-522,410154100867;1064,23763103638;16,2760581210898;1.01642780659985e-05
"1676";24,8504034020201;"+";"+";NA;"+";NA;NA;NA;"+";NA;"+";"+";NA;0,091129934803382;8;-523,560161208399;1064,2453224168;16,2837495015076;1.01252644665505e-05
"1999";25,3151129858997;NA;"+";"+";"+";NA;NA;"+";"+";"+";"+";"+";NA;0,121278910852281;10;-521,250467618917;1064,24696698387;16,2853940685761;1.01169420504614e-05
"1065";25,4657919760521;NA;NA;NA;"+";NA;"+";NA;NA;NA;NA;"+";NA;0,0457029108553792;5;-526,899541707983;1064,25709868314;16,2955257678504;1.00658207390108e-05
"2648";24,5212886491212;"+";"+";"+";NA;"+";NA;"+";NA;NA;"+";NA;"+";0,106136690088768;9;-522,420237051588;1064,25779693782;16,2962240225318;1.00623070991742e-05
"1061";25,463752910743;NA;NA;"+";NA;NA;"+";NA;NA;NA;NA;"+";NA;0,0455604199222636;5;-526,90976435827;1064,27754398372;16,3159710684254;9.96344553821538e-06
"57";25,4731837606838;NA;NA;NA;"+";"+";"+";NA;NA;NA;NA;NA;NA;0,0455228585510506;5;-526,912458849438;1064,28293296605;16,3213600507606;9.93663525846533e-06
"1566";25,2153290876397;"+";NA;"+";"+";"+";NA;NA;NA;NA;"+";"+";NA;0,0908732758262622;8;-523,579493162069;1064,28398632414;16,322413408848;9.93140321883383e-06
"3795";24,4994336686152;NA;"+";NA;NA;"+";NA;"+";"+";NA;"+";"+";"+";0,105903800517777;9;-522,438073207627;1064,2934692499;16,3318963346092;9.88442529916176e-06
"1";27,2678832116789;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;-530,102559176374;1064,29467059155;16,3330976762625;9.87848979606653e-06
"1734";25,2697964165883;"+";NA;"+";NA;NA;NA;"+";"+";NA;"+";"+";NA;0,0907876939310575;8;-523,585938110903;1064,29687622181;16,3353033065164;9.8676016529959e-06
"3916";24,5706443594505;"+";"+";NA;"+";NA;NA;"+";NA;"+";"+";"+";"+";0,120899630675747;10;-521,280013072416;1064,30605789086;16,3444849755729;9.82240495128531e-06
"115";24,8815751648382;NA;"+";NA;NA;"+";"+";"+";NA;NA;NA;NA;NA;0,0604712260980767;6;-525,831666668856;1064,30948718387;16,3479142685751;9.80557742975128e-06
"1948";25,3561118310245;"+";"+";NA;"+";"+";NA;NA;"+";"+";"+";"+";NA;0,120845826000722;10;-521,284203357669;1064,31443846137;16,3528655460793;9.7813323856474e-06
"3675";24,3423776490043;NA;"+";NA;"+";"+";NA;"+";NA;NA;"+";"+";"+";0,10575844110907;9;-522,449203396815;1064,31572962827;16,3541567129841;9.77501975720018e-06
"976";25,2450097737675;"+";"+";"+";"+";NA;NA;"+";"+";"+";"+";NA;NA;0,120799949301838;10;-521,28777601306;1064,32158377215;16,3600108568605;9.74644940530992e-06
"83";25,3378229106595;NA;"+";NA;NA;"+";NA;"+";NA;NA;NA;NA;NA;0,0452254602053206;5;-526,933789186261;1064,3255936397;16,3640207244066;9.72692799583587e-06
"3831";24,3858053757497;NA;"+";"+";NA;"+";"+";"+";"+";NA;"+";"+";"+";0,135739109759764;11;-520,114424638322;1064,34084927664;16,3792763613542;9.65301501056992e-06
"1631";24,7100783289366;NA;"+";"+";"+";"+";NA;"+";NA;NA;"+";"+";NA;0,105587069593482;9;-522,462323014012;1064,34196886267;16,3803959473798;9.64761283240617e-06
"45";25,0295409547717;NA;NA;"+";"+";NA;"+";NA;NA;NA;NA;NA;NA;0,0450938585579718;5;-526,943225947332;1064,34446716184;16,3828942465484;9.63556904465955e-06
"3037";25,3655792851258;NA;NA;"+";"+";"+";NA;"+";"+";"+";"+";NA;"+";0,120578010768797;10;-521,305056881774;1064,35614550958;16,3945725942888;9.57946922935538e-06
"1123";24,8427984346789;NA;"+";NA;NA;NA;"+";"+";NA;NA;NA;"+";NA;0,060127079424075;6;-525,856741797106;1064,35963744037;16,3980645250754;9.56275840010465e-06
"1751";24,9538870845433;NA;"+";"+";NA;"+";NA;"+";"+";NA;"+";"+";NA;0,105374937094608;9;-522,478559673134;1064,37444218091;16,4128692656227;9.49223267240291e-06
"2655";24,3083704650856;NA;"+";"+";"+";"+";NA;"+";NA;NA;"+";NA;"+";0,105344948228498;9;-522,480854715808;1064,37903226626;16,4174593509713;9.47047257307499e-06
"323";25,4876233528144;NA;"+";NA;NA;NA;NA;"+";NA;"+";NA;NA;NA;0,0448382135571818;5;-526,961553772036;1064,38112281125;16,4195498959577;9.46057852048783e-06
"1690";25,1627681897087;"+";NA;NA;"+";"+";NA;NA;"+";NA;"+";"+";NA;0,0902087135306181;8;-523,629523691039;1064,38404738208;16,4224744667872;9.44675456425048e-06
"2085";25,0995525126415;NA;NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;"+";0,0447447903300234;5;-526,968250291823;1064,39451585082;16,4329429355303;9.39743721867995e-06
"2089";25,108888032741;NA;NA;NA;"+";NA;"+";NA;NA;NA;NA;NA;"+";0,0446829434711918;5;-526,972683076724;1064,40338142062;16,4418085053339;9.35587259244544e-06
"3708";24,1832229347797;"+";"+";NA;"+";"+";"+";"+";NA;NA;"+";"+";"+";0,135300656110637;11;-520,149149487779;1064,41029897556;16,4487260602673;9.32356860949052e-06
"3105";25,6445361536433;NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;"+";"+";0,0445893849569385;5;-526,979388203904;1064,41679167498;16,4552187596937;9.29335012163755e-06
"1738";24,9511516626752;"+";NA;NA;"+";NA;NA;"+";"+";NA;"+";"+";NA;0,0899718701714249;8;-523,647345243126;1064,41969048625;16,4581175709609;9.27989004452847e-06
"3615";24,6178066116248;NA;"+";"+";"+";"+";NA;NA;NA;NA;"+";"+";"+";0,105026598911352;9;-522,505213193767;1064,42774922218;16,4661763068889;9.24257318504182e-06
"2051";25,3683469859273;NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;"+";0,0293376363570788;4;-528,063764568018;1064,43055943907;16,4689865237765;9.22959548708871e-06
"735";24,6964919325021;NA;"+";"+";"+";"+";NA;"+";"+";NA;"+";NA;NA;0,104979456511217;9;-522,508819555348;1064,43496194534;16,4733890300504;9.20930115574499e-06
"2767";24,3749794936056;NA;"+";"+";"+";NA;NA;"+";"+";NA;"+";NA;"+";0,104970199594528;9;-522,509527680884;1064,43637819641;16,4748052811231;9.20278212284405e-06
"1624";24,9203680316203;"+";"+";"+";NA;"+";NA;"+";NA;NA;"+";"+";NA;0,104923297220893;9;-522,513115455104;1064,44355374485;16,4819808295622;9.16982377730029e-06
"3772";24,1752205404896;"+";"+";NA;"+";"+";"+";NA;"+";NA;"+";"+";"+";0,135087035370219;11;-520,166061543916;1064,44412308783;16,482550172542;9.1672137614196e-06
"42";25,3013490627618;"+";NA;NA;"+";NA;"+";NA;NA;NA;NA;NA;NA;0,0443452457298926;5;-526,996882019979;1064,45177930713;16,4902063918423;9.13218774644125e-06
"301";25,5914766583413;NA;NA;"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;0,0594427697604111;6;-525,906574539943;1064,45930292604;16,4977300107489;9.09789873105445e-06
"3997";25,3886228310462;NA;NA;"+";"+";"+";NA;NA;"+";"+";"+";"+";"+";0,119905438488168;10;-521,357398977518;1064,46082970107;16,4992567857776;9.09095615903012e-06
"2974";25,3901267034831;"+";NA;"+";"+";"+";NA;NA;"+";"+";"+";NA;"+";0,119888957266834;10;-521,358681106021;1064,46339395807;16,5018210427827;9.07930785393071e-06
"2808";24,3727097491015;"+";"+";"+";NA;"+";"+";"+";"+";NA;"+";NA;"+";0,134886693461085;11;-520,181918540211;1064,47583708042;16,5142641651316;9.02299574096662e-06
"357";25,6401075666544;NA;NA;"+";NA;NA;"+";"+";NA;"+";NA;NA;NA;0,059328245715722;6;-525,914910860533;1064,47597556722;16,5144026519295;9.0223709797037e-06
"3022";25,2816186554478;"+";NA;"+";"+";NA;NA;"+";"+";"+";"+";NA;"+";0,119725295894492;10;-521,371411561158;1064,48885486835;16,5272819530567;8.96445673721879e-06
"4045";25,2933108388279;NA;NA;"+";"+";NA;NA;"+";"+";"+";"+";"+";"+";0,11969641829323;10;-521,37365756959;1064,49334688521;16,5317739699208;8.94434508572218e-06
"3823";24,2465878835538;NA;"+";"+";"+";NA;"+";"+";"+";NA;"+";"+";"+";0,134751523202455;11;-520,192615148353;1064,49723029671;16,5356573814145;8.92699464963944e-06
"4057";25,2502905752203;NA;NA;NA;"+";"+";NA;"+";"+";"+";"+";"+";"+";0,119664760462926;10;-521,376119730821;1064,49827120767;16,5366982923833;8.92234975514978e-06
"2465";26,4572874374024;NA;NA;NA;NA;NA;"+";NA;"+";"+";NA;NA;"+";0,0591437104533515;6;-525,928341234178;1064,50283631451;16,5412633992185;8.90200724049381e-06
"608";24,6771391904651;"+";"+";"+";"+";"+";NA;"+";NA;NA;"+";NA;NA;0,104527413256977;9;-522,543390921477;1064,5041046776;16,542531762308;8.89636354154426e-06
"3034";25,2613201313094;"+";NA;NA;"+";"+";NA;"+";"+";"+";"+";NA;"+";0,119584435654254;10;-521,382366528408;1064,51076480285;16,5491918875568;8.8667873664108e-06
"38";25,2475667818129;"+";NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;0,0439304905742708;5;-527,026591096146;1064,51119745947;16,5496245441766;8.86486943674453e-06
"2341";25,6699811110977;NA;NA;"+";NA;NA;"+";NA;NA;"+";NA;NA;"+";0,0590571020145604;6;-525,934643640305;1064,51544112676;16,5538682114725;8.84607959999251e-06
"309";26,0125469520813;NA;NA;"+";NA;"+";"+";NA;NA;"+";NA;NA;NA;0,0590467261481857;6;-525,935398642429;1064,51695113101;16,5553782157212;8.83940331172514e-06
"2652";24,3139642048699;"+";"+";NA;"+";"+";NA;"+";NA;NA;"+";NA;"+";0,104432971689504;9;-522,550611421242;1064,51854567713;16,556972761839;8.83235870221998e-06
"3933";25,2531967322478;NA;NA;"+";"+";"+";NA;"+";NA;"+";"+";"+";"+";0,119527603123821;10;-521,386786005782;1064,5196037576;16,5580308423062;8.82768726490725e-06
"2243";25,0051143657075;NA;"+";NA;NA;NA;NA;"+";"+";NA;NA;NA;"+";0,0589980242608826;6;-525,938942334427;1064,52403851501;16,5624655997171;8.80813462496231e-06
"2241";25,8886690219886;NA;NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;"+";0,0437837284503296;5;-527,037100639615;1064,53221654641;16,570643631115;8.77219156016153e-06
"2910";25,2740748183777;"+";NA;"+";"+";"+";NA;"+";NA;"+";"+";NA;"+";0,119403493057491;10;-521,396436206086;1064,5389041582;16,5773312429126;8.74290804076477e-06
"1788";24,1247898079938;"+";"+";NA;"+";"+";"+";"+";"+";NA;"+";"+";NA;0,134480301878193;11;-520,214073029795;1064,54014605959;16,5785731442998;8.73748081114827e-06
"3727";24,6951500600175;NA;"+";"+";"+";NA;NA;NA;"+";NA;"+";"+";"+";0,104287056464162;9;-522,561765826844;1064,54085448833;16,5792815730438;8.73438641794143e-06
"1678";25,2827983195939;"+";NA;"+";"+";NA;NA;NA;"+";NA;"+";"+";NA;0,0891342613197631;8;-523,71033492022;1064,54566984044;16,584096925149;8.71338214082297e-06
"427";25,7512926270346;NA;"+";NA;"+";NA;"+";NA;"+";"+";NA;NA;NA;0,0739289887400286;7;-524,843842577885;1064,55590221003;16,5943292947438;8.66891671124875e-06
"2097";25,6103310040456;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;"+";0,0436074624012498;5;-527,049720809774;1064,55745688672;16,5958839714328;8.66218064832297e-06
"2760";24,547193131176;"+";"+";"+";NA;NA;NA;"+";"+";NA;"+";NA;"+";0,104177132931719;9;-522,570167668739;1064,55765817212;16,5960852568337;8.66130890693883e-06
"1073";25,8668797285109;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;"+";NA;0,0436002539440283;5;-527,05023686624;1064,55848899966;16,5969160843656;8.65771162721924e-06
"2815";24,1468014304249;NA;"+";"+";"+";"+";"+";"+";"+";NA;"+";NA;"+";0,134345172397378;11;-520,224761393267;1064,56152278653;16,5999498712442;8.64458875676674e-06
"1743";24,8674403400965;NA;"+";"+";"+";NA;NA;"+";"+";NA;"+";"+";NA;0,104150904342754;9;-522,572172259699;1064,56166735404;16,600094438752;8.64396391602396e-06
"3656";24,4293132568242;"+";"+";"+";NA;NA;NA;"+";NA;NA;"+";"+";"+";0,104100847924781;9;-522,575997794232;1064,56931842311;16,6077455078189;8.61095930394992e-06
"3870";25,2880139647934;"+";NA;"+";"+";"+";NA;NA;NA;"+";"+";"+";"+";0,119201788977903;10;-521,412116843118;1064,57026543227;16,608692516977;8.60688294045381e-06
"3816";24,470100570003;"+";"+";"+";NA;NA;"+";"+";"+";NA;"+";"+";"+";0,134271976154226;11;-520,230550314815;1064,57310062963;16,6115277143385;8.59469047860282e-06
"3994";25,2779834718862;"+";NA;NA;"+";"+";NA;NA;"+";"+";"+";"+";"+";0,119182664267944;10;-521,41360342713;1064,57323860029;16,6116656850008;8.59409759148448e-06
"171";25,2097045291272;NA;"+";NA;"+";NA;"+";NA;"+";NA;NA;NA;NA;0,0586373100438656;6;-525,965183251903;1064,57652034996;16,6149474346685;8.58000731637768e-06
"3";26,3088888888889;NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0131085723822034;3;-529,19908104804;1064,5786132239;16,6170403086085;8.5710335755649e-06
"2772";24,4575275160357;"+";"+";NA;NA;"+";NA;"+";"+";NA;"+";NA;"+";0,103962433389706;9;-522,586574937802;1064,59047271025;16,6288997949587;8.52035993702926e-06
"3930";25,1901778946738;"+";NA;NA;"+";"+";NA;"+";NA;"+";"+";"+";"+";0,119018754610784;10;-521,426342975855;1064,59871769774;16,6371447824508;8.4853071086508e-06
"2779";24,3073470375163;NA;"+";NA;"+";"+";NA;"+";"+";NA;"+";NA;"+";0,103877589985614;9;-522,593057559914;1064,60343795447;16,6418650391834;8.4653043085202e-06
"1058";25,7647396823622;"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;"+";NA;0,0432692259605061;5;-527,073931110309;1064,60587748779;16,6443045725032;8.45498490746877e-06
"1187";25,6694851021394;NA;"+";NA;NA;NA;"+";NA;"+";NA;NA;"+";NA;0,0584081504278534;6;-525,981848731969;1064,60985131009;16,6482783948011;8.43820228200598e-06
"728";24,8716935496522;"+";"+";"+";NA;"+";NA;"+";"+";NA;"+";NA;NA;0,103791945567031;9;-522,599600762916;1064,61652436048;16,6549514451863;8.41009492404103e-06
"418";26,4965097665301;"+";NA;NA;NA;NA;"+";NA;"+";"+";NA;NA;NA;0,0583343252546657;6;-525,987216755008;1064,62058735617;16,659014440879;8.39302717673097e-06
"3982";25,32233917814;"+";NA;"+";"+";NA;NA;NA;"+";"+";"+";"+";"+";0,118785333691502;10;-521,44448105922;1064,63499386447;16,6734209491817;8.3327872909527e-06
"2082";25,4512597766679;"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;"+";0,043029892808649;5;-527,091056939552;1064,64012914628;16,6785562309899;8.31141913008095e-06
"50";25,7643777515301;"+";NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;NA;0,042884286031781;5;-527,10147394825;1064,66096316368;16,6993902483853;8.22528839588139e-06
"1992";25,3777259153738;"+";"+";"+";NA;NA;NA;"+";"+";"+";"+";"+";NA;0,118561928643346;10;-521,461836357649;1064,66970446133;16,7081315460382;8.18941699655425e-06
"2401";25,751707717234;NA;NA;NA;NA;NA;"+";"+";NA;"+";NA;NA;"+";0,0579963850598036;6;-526,011783909057;1064,66972166427;16,7081487489779;8.18934655583375e-06
"433";26,5160592612093;NA;NA;NA;NA;"+";"+";NA;"+";"+";NA;NA;NA;0,0579794279246442;6;-526,013016405565;1064,67218665728;16,710613741993;8.17925943225372e-06
"361";25,7167363897465;NA;NA;NA;"+";NA;"+";"+";NA;"+";NA;NA;NA;0,0579785795427229;6;-526,013078067978;1064,67230998211;16,7107370668198;8.17875509492701e-06
"3612";24,5969040411007;"+";"+";NA;"+";"+";NA;NA;NA;NA;"+";"+";"+";0,103425054477648;9;-522,627624039519;1064,67257091368;16,7109979983925;8.17768811681573e-06
"2345";25,7106547749644;NA;NA;NA;"+";NA;"+";NA;NA;"+";NA;NA;"+";0,0579447761840034;6;-526,015534931224;1064,6772237086;16,7156507933105;8.15868567614541e-06
"3710";24,5173683943234;"+";NA;"+";"+";"+";"+";"+";NA;NA;"+";"+";"+";0,133591874086014;11;-520,284314636582;1064,68062927316;16,7190563578733;8.14480503194771e-06
"294";25,7233385162581;"+";NA;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;0,0578772778896031;6;-526,020440513779;1064,68703487371;16,7254619584212;8.11876057801592e-06
"233";25,5604750191965;NA;NA;NA;"+";NA;"+";"+";"+";NA;NA;NA;NA;0,0578022899423774;6;-526,025890010919;1064,69793386799;16,7363609527019;8.07463774827287e-06
"1628";24,6876914647819;"+";"+";NA;"+";"+";NA;"+";NA;NA;"+";"+";NA;0,103252394523187;9;-522,640807904469;1064,69893864358;16,7373657282935;8.07058216763511e-06
"4096";24,8468916370068;"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";0,17864384209586;14;-516,628355050123;1064,69933305107;16,737760135775;8.06899077556099e-06
"1755";24,6760570800386;NA;"+";NA;"+";"+";NA;"+";"+";NA;"+";"+";NA;0,103207459962156;9;-522,644238574582;1064,70579998381;16,7442270685185;8.0429421016854e-06
"371";25,4451338010909;NA;"+";NA;NA;"+";"+";"+";NA;"+";NA;NA;NA;0,0729099512947791;7;-524,919142298591;1064,70650165145;16,7449287361544;8.04012086052268e-06
"3787";24,3159022337337;NA;"+";NA;"+";NA;NA;"+";"+";NA;"+";"+";"+";0,103185075553395;9;-522,645947518421;1064,70921787149;16,7476449561968;8.02920890330667e-06
"3696";24,0820903822705;"+";"+";"+";"+";NA;"+";"+";NA;NA;"+";"+";"+";0,133367795234516;11;-520,302019573999;1064,716039148;16,7544662327066;8.00187082291679e-06
"3828";24,2973361987993;"+";"+";NA;NA;"+";"+";"+";"+";NA;"+";"+";"+";0,133359913742325;11;-520,302642223834;1064,71728444767;16,755711532378;7.99689001017572e-06
"1317";25,850295541544;NA;NA;"+";NA;NA;"+";NA;NA;"+";NA;"+";NA;0,0576361323919308;6;-526,037963408336;1064,72208066283;16,7605077475346;7.97773558400638e-06
"1944";25,5990759913282;"+";"+";"+";NA;"+";NA;NA;"+";"+";"+";"+";NA;0,118198334118369;10;-521,490072925606;1064,72617759724;16,764604681953;7.96141018099406e-06
"3663";24,2136153424159;NA;"+";"+";"+";NA;NA;"+";NA;NA;"+";"+";"+";0,103036745716144;9;-522,657270723428;1064,7318642815;16,7702913662117;7.93880531992332e-06
"1441";26,5744508083023;NA;NA;NA;NA;NA;"+";NA;"+";"+";NA;"+";NA;0,0575310139593035;6;-526,045600461425;1064,737354769;16,7757818537127;7.91704125173697e-06
"3774";24,5812340204875;"+";NA;"+";"+";"+";"+";NA;"+";NA;"+";"+";"+";0,133188783462392;11;-520,31616038007;1064,74432076014;16,7827478448494;7.88951419827361e-06
"1614";24,8913591394461;"+";NA;"+";"+";NA;NA;"+";NA;NA;"+";"+";NA;0,0878100824243807;8;-523,809797514742;1064,74459502948;16,7830221141942;7.88843234651002e-06
