"ID";"Intercept";"E-046";"J-078";"J-088";"J-059";"J-043";"J-067";"J-048";"J-076";"E-045";"J-092";"E-005";"J-068";"adj.R2";"df";"LL";"AICc";"ΔAICc";"weight"
"1906";24,9402877266161;"+";NA;NA;NA;"+";"+";"+";NA;"+";"+";"+";NA;0,165597665697575;9;-517,707270064359;1054,83186296336;6,87029004807232;0.00112076129327937
"2983";24,7386240055434;NA;"+";"+";NA;NA;"+";NA;"+";"+";"+";NA;"+";0,165552688531689;9;-517,710960423822;1054,83924368229;6,87767076699993;0.00111663290354042
"2877";24,8589859674091;NA;NA;"+";"+";"+";"+";NA;NA;"+";"+";NA;"+";0,165392244510745;9;-517,724123175769;1054,86556918618;6,90399627089209;0.00110203125139937
"878";24,5772049927799;"+";NA;"+";"+";NA;"+";"+";NA;"+";"+";NA;NA;0,165296936160016;9;-517,73194103066;1054,88120489596;6,91963198067401;0.00109344932084428
"936";24,721959519267;"+";"+";"+";NA;NA;"+";NA;"+";"+";"+";NA;NA;0,165272406077369;9;-517,733953014561;1054,88522886377;6,92365594847774;0.00109125153011442
"1895";24,5950172154409;NA;"+";"+";NA;NA;"+";"+";NA;"+";"+";"+";NA;0,16516372571231;9;-517,742866384764;1054,90305560417;6,94148268888353;0.00108156802170105
"1901";24,5853926767383;NA;NA;"+";"+";NA;"+";"+";NA;"+";"+";"+";NA;0,165043536964444;9;-517,752722259329;1054,9227673533;6,9611944380124;0.0010709605816113
"2919";24,5985982004597;NA;"+";"+";NA;NA;"+";"+";NA;"+";"+";NA;"+";0,165037134378915;9;-517,753247252722;1054,92381734009;6,96224442479934;0.0010703984819435
"957";24,8305958208044;NA;NA;"+";"+";"+";"+";NA;"+";"+";"+";NA;NA;0,164760999623022;9;-517,775885671616;1054,96909417788;7,00752126258612;0.00104643858311422
"1573";24,1337393295698;NA;NA;"+";NA;NA;"+";NA;NA;NA;"+";"+";NA;0,122408629199281;6;-521,162388381592;1054,97093060934;7,00935769404668;0.00104547816774816
"513";24,9033333333334;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+";NA;NA;0,0796930196936916;3;-524,41635579295;1055,01316271372;7,0515897984294;0.00102363324712738
"830";24,8030456097494;"+";NA;"+";"+";"+";"+";NA;NA;"+";"+";NA;NA;0,164440738394741;9;-517,802132353995;1055,02158754264;7,06001462734503;0.00101933034879596
"872";24,5490468519232;"+";"+";"+";NA;NA;"+";"+";NA;"+";"+";NA;NA;0,16430392879049;9;-517,813341380697;1055,04400559604;7,08243268074966;0.00100796844460262
"3893";24,9729044433702;NA;NA;"+";NA;"+";"+";NA;NA;"+";"+";"+";"+";0,164137218236263;9;-517,826997760546;1055,07131835574;7,10974544044689;0.00099429680964337
"3045";25,0456669421089;NA;NA;"+";NA;NA;"+";"+";"+";"+";"+";NA;"+";0,1641314064542;9;-517,827473793495;1055,07227042163;7,1106975063442;0.000993823604240855
"1697";24,2370687889011;NA;NA;NA;NA;NA;"+";NA;"+";NA;"+";"+";NA;0,1217516399884;6;-521,213624758764;1055,07340336368;7,11183044839208;0.000993260791389777
"3897";24,7242131852347;NA;NA;NA;"+";"+";"+";NA;NA;"+";"+";"+";"+";0,16405477160154;9;-517,833750511441;1055,08482385753;7,12325094223684;0.00098760518982099
"1003";24,4021587468139;NA;"+";NA;"+";NA;"+";"+";"+";"+";"+";NA;NA;0,164027732405025;9;-517,835964998525;1055,08925283169;7,1276799164043;0.000985420570682508
"3049";24,6205517031586;NA;NA;NA;"+";NA;"+";"+";"+";"+";"+";NA;"+";0,164018445444669;9;-517,836725576123;1055,09077398689;7,12920107160176;0.000984671366821076
"2997";25,0930955113137;NA;NA;"+";NA;"+";"+";NA;"+";"+";"+";NA;"+";0,163847053138218;9;-517,850760638855;1055,11884411236;7,15727119706571;0.000970947972042865
"3001";24,8183396778216;NA;NA;NA;"+";"+";"+";NA;"+";"+";"+";NA;"+";0,163843098606222;9;-517,851084435699;1055,11949170604;7,15791879075368;0.000970633633047576
"2874";24,8155869373688;"+";NA;NA;"+";"+";"+";NA;NA;"+";"+";NA;"+";0,16383795380072;9;-517,851505689776;1055,1203342142;7,15876129890717;0.000970224835782435
"2870";25,059485390038;"+";NA;"+";NA;"+";"+";NA;NA;"+";"+";NA;"+";0,163682797327643;9;-517,864208606472;1055,14574004759;7,18416713229931;0.000957978099831831
"1853";24,6711699552193;NA;NA;"+";"+";"+";"+";NA;NA;"+";"+";"+";NA;0,163611337902509;9;-517,870058315407;1055,15743946546;7,19586655016883;0.000952390565440221
"2989";24,8434193474843;NA;NA;"+";"+";NA;"+";NA;"+";"+";"+";NA;"+";0,163465983392673;9;-517,881955576464;1055,18123398757;7,21966107228263;0.000941126862720496
"1571";23,6853153696877;NA;"+";NA;NA;NA;"+";NA;NA;NA;"+";"+";NA;0,120865908676286;6;-521,282639357402;1055,21143256096;7,24985964566758;0.000927023263504074
"942";24,8317316365338;"+";NA;"+";"+";NA;"+";NA;"+";"+";"+";NA;NA;0,163246887418634;9;-517,899884669731;1055,21709217411;7,25551925881678;0.000924403675190419
"2025";24,5911900270657;NA;NA;NA;"+";NA;"+";"+";"+";"+";"+";"+";NA;0,163201682358547;9;-517,903583312783;1055,22448946021;7,26291654492047;0.000920990951074736
"1002";24,5700474682443;"+";NA;NA;"+";NA;"+";"+";"+";"+";"+";NA;NA;0,163168851383145;9;-517,906269392612;1055,22986161987;7,26828870457939;0.000918520415371414
"771";25,3227390764367;NA;"+";NA;NA;NA;NA;NA;NA;"+";"+";NA;NA;0,106545650407894;5;-522,388905041666;1055,23582535051;7,27425243521679;0.000915785590666164
"2021";24,9759152798648;NA;NA;"+";NA;NA;"+";"+";"+";"+";"+";"+";NA;0,163107666384576;9;-517,911274987532;1055,23987280971;7,27829989441852;0.000913934162285371
"998";24,9573699549747;"+";NA;"+";NA;NA;"+";"+";"+";"+";"+";NA;NA;0,163068798997645;9;-517,914454570365;1055,24623197538;7,28465906008546;0.000911032847841145
"1832";24,5115706252342;"+";"+";"+";NA;NA;"+";NA;NA;"+";"+";"+";NA;0,163033339434756;9;-517,917355244236;1055,25203332312;7,29046040782737;0.000908394067634435
"3941";24,8812173844362;NA;NA;"+";NA;NA;"+";"+";NA;"+";"+";"+";"+";0,16295286606509;9;-517,923937695467;1055,26519822558;7,30362531028936;0.000902434244627098
"550";24,0243804826378;"+";NA;"+";NA;NA;"+";NA;NA;NA;"+";NA;NA;0,120515653538753;6;-521,30991143767;1055,26597672149;7,30440380620234;0.000902083042298338
"816";24,2382069749267;"+";"+";"+";"+";NA;"+";NA;NA;"+";"+";NA;NA;0,162902560224755;9;-517,928052222894;1055,27342728043;7,31185436514261;0.000898728782517179
"4017";24,8984812782627;NA;NA;NA;NA;"+";"+";NA;"+";"+";"+";"+";"+";0,162859813082644;9;-517,931548328257;1055,28041949116;7,31884657586806;0.000895592218075651
"2918";24,8407434469728;"+";NA;"+";NA;NA;"+";"+";NA;"+";"+";NA;"+";0,16285893652856;9;-517,931620015988;1055,28056286662;7,3189899513302;0.000895528017402806
"3890";24,8942697490276;"+";NA;NA;NA;"+";"+";NA;NA;"+";"+";"+";"+";0,162847693854557;9;-517,932539475465;1055,28240178557;7,32082887028423;0.000894704994106537
"1839";24,2561076207022;NA;"+";"+";"+";NA;"+";NA;NA;"+";"+";"+";NA;0,162813679807844;9;-517,9353211707;1055,28796517605;7,32639226075503;0.000892219655816776
"954";24,7499602029943;"+";NA;NA;"+";"+";"+";NA;"+";"+";"+";NA;NA;0,162749596453161;9;-517,940561650492;1055,29844613563;7,33687322033916;0.000887556226715865
"1965";24,7804013760122;NA;NA;"+";"+";NA;"+";NA;"+";"+";"+";"+";NA;0,162720646953893;9;-517,942928893006;1055,30318062066;7,34160770536664;0.000885457650781738
"1850";24,659092742873;"+";NA;NA;"+";"+";"+";NA;NA;"+";"+";"+";NA;0,162565116126444;9;-517,955645473987;1055,32861378262;7,36704086732811;0.000874268948656893
"1973";24,9302728132396;NA;NA;"+";NA;"+";"+";NA;"+";"+";"+";"+";NA;0,162553481596504;9;-517,956596646723;1055,33051612809;7,36894321280147;0.000873437763231531
"1899";24,2809389842956;NA;"+";NA;"+";NA;"+";"+";NA;"+";"+";"+";NA;0,162498765214537;9;-517,961069768581;1055,33946237181;7,37788945651732;0.000869539494895908
"950";25,012761619111;"+";NA;"+";NA;"+";"+";NA;"+";"+";"+";NA;NA;0,162491801620468;9;-517,961639028779;1055,3406008922;7,37902797691231;0.000869044641534839
"1977";24,6572058850616;NA;NA;NA;"+";"+";"+";NA;"+";"+";"+";"+";NA;0,16246074271941;9;-517,964177975599;1055,34567878584;7,38410587055387;0.000866840982075967
"3879";24,4362592622628;NA;"+";"+";NA;NA;"+";NA;NA;"+";"+";"+";"+";0,162457207620272;9;-517,96446695052;1055,34625673568;7,384683820394;0.000866590522962404
"2923";24,2863326222954;NA;"+";NA;"+";NA;"+";"+";NA;"+";"+";NA;"+";0,162411088176997;9;-517,96823684977;1055,35379653419;7,39222361889574;0.000863329714321027
"1846";24,8995912317635;"+";NA;"+";NA;"+";"+";NA;NA;"+";"+";"+";NA;0,162367541330817;9;-517,971796269153;1055,36091537295;7,39934245766062;0.000860262224282805
"551";23,5799303695423;NA;"+";"+";NA;NA;"+";NA;NA;NA;"+";NA;NA;0,119876101679459;6;-521,359681167854;1055,36551618186;7,40394326657133;0.000858285547678816
"3043";24,6207145264969;NA;"+";NA;NA;NA;"+";"+";"+";"+";"+";NA;"+";0,162301493957055;9;-517,977194477111;1055,37171178887;7,41013887357758;0.000855630861673289
"2994";24,9692447998941;"+";NA;NA;NA;"+";"+";NA;"+";"+";"+";NA;"+";0,162287802383213;9;-517,978313468569;1055,37394977178;7,4123768564923;0.000854673953534288
"3945";24,4807817544536;NA;NA;NA;"+";NA;"+";"+";NA;"+";"+";"+";"+";0,162220643285173;9;-517,983802014547;1055,38492686374;7,42335394844804;0.000849995885882482
"2019";24,5980989069413;NA;"+";NA;NA;NA;"+";"+";"+";"+";"+";"+";NA;0,162204730712414;9;-517,985102397696;1055,38752763004;7,42595471474715;0.000848891283913839
"675";23,8425013770604;NA;"+";NA;NA;NA;"+";NA;"+";NA;"+";NA;NA;0,11967647172518;6;-521,375208907524;1055,3965716612;7,43499874591112;0.000845061250562392
"681";23,8764919645957;NA;NA;NA;"+";NA;"+";NA;"+";NA;"+";NA;NA;0,119648073480271;6;-521,3774175113;1055,40098886875;7,43941595346337;0.000843196904651897
"674";24,0921591918543;"+";NA;NA;NA;NA;"+";NA;"+";NA;"+";NA;NA;0,119548327665148;6;-521,38517443291;1055,41650271197;7,45492979668393;0.000836681594404637
"2922";24,4296320671502;"+";NA;NA;"+";NA;"+";"+";NA;"+";"+";NA;"+";0,161999689122153;9;-518,001856287653;1055,42103540995;7,45946249466101;0.000834787529036705
"785";26,1951385844158;NA;NA;NA;NA;"+";NA;NA;NA;"+";"+";NA;NA;0,105246257228945;5;-522,488406977864;1055,4348292229;7,47325630761338;0.000829049886257945
"2856";24,4240123287229;"+";"+";"+";NA;NA;"+";NA;NA;"+";"+";NA;"+";0,161901081707952;9;-518,009912012445;1055,43714685954;7,47557394424575;0.000828089724498681
"1894";24,8208444696334;"+";NA;"+";NA;NA;"+";"+";NA;"+";"+";"+";NA;0,161884941328286;9;-518,011230509247;1055,43978385314;7,47821093784887;0.000826998610318873
"2721";24,0548180583445;NA;NA;NA;NA;NA;"+";NA;"+";NA;"+";NA;"+";0,119387912741473;6;-521,397647560291;1055,44144896674;7,47987605144476;0.000826310373541818
"876";24,2283322086802;"+";"+";NA;"+";NA;"+";"+";NA;"+";"+";NA;NA;0,161811255932246;9;-518,017249497506;1055,45182182966;7,49024891436693;0.000822035865726455
"2863";24,2085825040877;NA;"+";"+";"+";NA;"+";NA;NA;"+";"+";NA;"+";0,161811197583444;9;-518,017254263516;1055,45183136168;7,49025844638641;0.00082203194790485
"2597";23,8674575666915;NA;NA;"+";NA;NA;"+";NA;NA;NA;"+";NA;"+";0,119210633925439;6;-521,411429305043;1055,46901245624;7,50743954095014;0.000815000488871765
"1570";24,0382119903135;"+";NA;NA;NA;NA;"+";NA;NA;NA;"+";"+";NA;0,119195765826708;6;-521,412585032536;1055,47132391123;7,50975099593529;0.000814059114491224
"1633";23,9703804586538;NA;NA;NA;NA;NA;"+";"+";NA;NA;"+";"+";NA;0,119159014693466;6;-521,415441689052;1055,47703722426;7,51546430896724;0.000811736945616018
"996";24,5529133552122;"+";"+";NA;NA;NA;"+";"+";"+";"+";"+";NA;NA;0,16158119618825;9;-518,036038514657;1055,48939986396;7,52782694866937;0.00080673481572969
"1898";24,4538789212354;"+";NA;NA;"+";NA;"+";"+";NA;"+";"+";"+";NA;0,161494924960239;9;-518,043082971598;1055,50348877784;7,54191586255092;0.000801071776992636
"3939";24,5027389745182;NA;"+";NA;NA;NA;"+";"+";NA;"+";"+";"+";"+";0,161459491045287;9;-518,045976109767;1055,50927505418;7,54770213888946;0.000798757515012373
"613";23,8224565796424;NA;NA;"+";NA;NA;"+";"+";NA;NA;"+";NA;NA;0,118905661492407;6;-521,435131530089;1055,51641690633;7,5548439910408;0.000795910297600856
"737";23,9898869001813;NA;NA;NA;NA;NA;"+";"+";"+";NA;"+";NA;NA;0,118793685996067;6;-521,443832122274;1055,5338180907;7,57224517541044;0.000789015444831938
"1963";24,3778231363761;NA;"+";NA;"+";NA;"+";NA;"+";"+";"+";"+";NA;0,161274344686312;9;-518,061091108848;1055,53950505234;7,57793213705054;0.000786775081272758
"1970";24,8232606729876;"+";NA;NA;NA;"+";"+";NA;"+";"+";"+";"+";NA;0,161103604896927;9;-518,075027027368;1055,56737688938;7,60580397409012;0.000775886693905069
"940";24,3560027318008;"+";"+";NA;"+";NA;"+";NA;"+";"+";"+";NA;NA;0,161036440957547;9;-518,080508225055;1055,57833928475;7,61676636946436;0.000771645539474165
"2987";24,3752166836074;NA;"+";NA;"+";NA;"+";NA;"+";"+";"+";NA;"+";0,161019028270868;9;-518,081929189497;1055,58118121364;7,61960829834834;0.000770549837262057
"557";23,683118018145;NA;NA;"+";"+";NA;"+";NA;NA;NA;"+";NA;NA;0,118452077023888;6;-521,470368606307;1055,58689105877;7,62531814347653;0.000768353114373814
"3042";24,7878102346693;"+";NA;NA;NA;NA;"+";"+";"+";"+";"+";NA;"+";0,16094139382552;9;-518,088264199319;1055,59385123328;7,63227831799304;0.00076568382586309
"1892";24,4628113398085;"+";"+";NA;NA;NA;"+";"+";NA;"+";"+";"+";NA;0,160928987905599;9;-518,089276474341;1055,59587578333;7,63430286803623;0.000764909135417776
"4065";24,8316260854833;NA;NA;NA;NA;NA;"+";"+";"+";"+";"+";"+";"+";0,160901202706733;9;-518,091543584697;1055,60041000404;7,63883708874801;0.000763176966246806
"2916";24,4445744557042;"+";"+";NA;NA;NA;"+";"+";NA;"+";"+";NA;"+";0,160731827399072;9;-518,105362000477;1055,6280468356;7,66647392030973;0.00075270359894058
"777";25,3780571693339;NA;NA;NA;"+";NA;NA;NA;NA;"+";"+";NA;NA;0,103974622835758;5;-522,585643529523;1055,62930232622;7,66772941093132;0.000752231241061661
"3617";23,9109431248794;NA;NA;NA;NA;NA;"+";NA;NA;NA;"+";"+";"+";0,118156406775727;6;-521,493328233597;1055,63281031335;7,67123739805652;0.000750912988748253
"4005";24,982713065042;NA;NA;"+";NA;NA;"+";NA;"+";"+";"+";"+";"+";0,160659091514459;9;-518,111295272653;1055,63991337995;7,67834046466101;0.000748250826438915
"2982";24,9958801026887;"+";NA;"+";NA;NA;"+";NA;"+";"+";"+";NA;"+";0,160654320042334;9;-518,11168447719;1055,64069178903;7,67911887373589;0.000747959660487351
"2939";24,7143002440152;NA;"+";NA;"+";"+";"+";"+";NA;"+";"+";NA;"+";0,174755192897054;10;-516,951726698204;1055,64948514244;7,68791222715004;0.000744678342403514
"1577";23,8134101638605;NA;NA;NA;"+";NA;"+";NA;NA;NA;"+";"+";NA;0,117959124817501;6;-521,50864345384;1055,66344075383;7,70186783854388;0.00073950020863932
"895";24,5872797292377;NA;"+";"+";"+";"+";"+";"+";NA;"+";"+";NA;NA;0,174664289951974;10;-516,959267760461;1055,66456726695;7,70299435166385;0.000739083797579833
"4003";24,5338992520422;NA;"+";NA;NA;NA;"+";NA;"+";"+";"+";"+";"+";0,160272966396871;9;-518,142783989738;1055,70289081412;7,74131789883086;0.000725056464682709
"770";25,4397433798011;"+";NA;NA;NA;NA;NA;NA;NA;"+";"+";NA;NA;0,103398108942391;5;-522,629681697598;1055,71737866237;7,75580574708079;0.000719823188279245
"1956";24,5254892056862;"+";"+";NA;NA;NA;"+";NA;"+";"+";"+";"+";NA;0,160122464018905;9;-518,15505362247;1055,72743007959;7,76585716429463;0.000716214642032722
"2018";24,7609292354261;"+";NA;NA;NA;NA;"+";"+";"+";"+";"+";"+";NA;0,160100751352638;9;-518,156823555577;1055,7309699458;7,76939703050971;0.00071494811119375
"1958";24,9430353325543;"+";NA;"+";NA;NA;"+";NA;"+";"+";"+";"+";NA;0,160009959679397;9;-518,164224048458;1055,74577093156;7,78419801627024;0.000709676672467996
